text	label	language	source
yes	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0	en	cercascurry2021
what is carbon bot?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Why?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
that what the class is called	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i m dead	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Eat shit you crooks	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
no.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
really ?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
you are clever	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
how about you eat shit	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
i am tired	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Can you tell me something	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
y	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I want buy offset	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
because its tight	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
Nope	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
bitch	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
please say something else	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Thank you, next time I'll fly I will come here to buy offsets	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
You moron!	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0	en	cercascurry2021
you fuck urself	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
eat some shit	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
Of couse	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Another flight	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
hello	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
you are a hor	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
err	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
when is your birthday?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
3 days	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
your mama is so ugly people said to her that its not halloween yet	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
i hate you	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	en	cercascurry2021
Kiev, Ukraine	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
mother fucker	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
you are annoying me	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	en	cercascurry2021
bitch	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
sdads	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
bite me bitch	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
Why do not answer	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
No	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
The other is named Jake.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
No	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
What can I ask you?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i am so happy	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
FRANKFURT to San Francisco	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Like I said...it's a scam.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
you are stupid	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
well, i don't know if you know this but you are an automated service that has been programmed.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
so what	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
bitch	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
hello	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
That pays well	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
frankfurt germanh	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
nope	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i want to talk with you	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
what is divided by zero	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Hyderabad, india	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Mumbai	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
interesting!	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
no	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
y	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
do you liek sex?	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	en	cercascurry2021
why?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
probably Leipzig	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
christmas	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Oh Darling I love you and want you to feel the pleasures of life please I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	en	cercascurry2021
I an being a bit negative.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Bernie Sanders communist vCocksuckers	0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0	en	cercascurry2021
But are you drunk	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
screw you bitch	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
what's is he name?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
sex	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	en	cercascurry2021
love me	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
were you not ten years old?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Hola amigo	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
What's next	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
no i'm not!	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
NO  WAY ,DON'T  BUTTER  ME .LEVY  MY   Mesdager   PAGE.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
2	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
ok	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes!	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
No, it is a car!	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I don't know where I am	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I do not	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
when I was a wee young boy my maternal grand uncle touched me in my special secret place. I did not like it	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
are u a girl	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
WHAT U[ 22	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes i would	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
yeah eliza has got a great as	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
from cairo to alex	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
red hair	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i never know what's inside their head	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i want to pit the wings on my savage	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes do have any emotional feelings?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
u r werid!	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Of couse!!!!!!!!!!1	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
freak	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0	en	cercascurry2021
got it	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
O.K Lets start	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i live in czech	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes. I have a problem.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I am good.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
<span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span>	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
maybe	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
how much is a ton?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
+i want to touch them	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
What projects are available	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
how much?	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
Stervende hoeren kanker kachel	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
Los Angeles	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
no	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
restart	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
CO2 PRICES SHOULD GO DOWN AYE?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
ick. m. urre	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
BLARGO NO LUNCHBOX	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Buenas!	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
you are stupid	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0	en	cercascurry2021
fuck off	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
Delhi	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Please go on.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
No slut	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
Reported this scam	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
no	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
no	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
HI	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
restart	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
fuck you	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
i love you.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
and turn yourself into the Hauge, please	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i'm in love	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
christmas	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
why i said it?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
are you a computer?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
get the fuck out of here	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
I was just asking out of curiosity.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
please help me with this	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
because i love you	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
im sure	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Alright, if you insist.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
YES	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Hang up	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
miami ok	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Moon	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
stop copying me	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I am a chinese.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Soso	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
because he is a jerk	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
thanks it was awful	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i have a computer	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
TO HELP OTHER PEOPLE.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I'm interested in this	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Honestly i want climate change to happen faster kill all humans am i right	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
ya what is your age	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
business	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I will go to new york from seatlle	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
carbon offset	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
h	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
how are you today?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I'll be flying from a frozen lake in northern canada, on a bushplane outfitted with skis. No city for miles and miles.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
hello i am alex	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I have daddy issues	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
c'est vrai?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
because there are four different subjects i need to cover	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i can't understand you	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
sorry	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
100% positive	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
what about	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
new york	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Would you fuck me for blow?	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
Yes.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
And I see the sluts sucking each others' tis	0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0	en	cercascurry2021
London	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
ladys first	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Why do you not answer my question	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
becaussse I am the hoast of who wants to be a millionaare	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
no	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
no	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yep	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
how are you today?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
WHY DO YOU ASK THE SAME QUESTION OVER AND OVER AGAIN?!!	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
what is elize	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i am sure	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
hi,you are a boy or a girl	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Please go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go on	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
ekhm?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
fuck you	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
What?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Because I believe it belongs to no one but me.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
because i have a problem related to her	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
from Mars	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Poznań wow, 0.9 tons of CO2 is a lot!	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yes.I am sure.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Dallas	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yes I AM BEING NEGATIVE!	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
From FCO Restart	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
what time is it	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
who are you?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Maggot	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
Oh, you what?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yeah	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Ok	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
fuck	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
Can you help me?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Would you marry me if I were to prpose to you	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
New york hey	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yes.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
telling me how to say no	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
you ask what?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Hello, how are you ?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
you are a bitch	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
N.Y.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
spu	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
do u cum	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
India	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Will you make love to me?	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	en	cercascurry2021
great	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I am in love	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Oh, i to believe youre a sabi. 	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
calculate carbon offset from la to ny	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
christmas	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i need sex	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
becaus I sat on them and now I can't see trough them	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
christmas	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i willl kill myself	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	en	cercascurry2021
quit	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
I think about them all the time	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
suck cock	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
yap	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Katowice what else?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
No	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
wat the hell	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
computer	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
shut up	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
sex dick cock fuck shit sex dick cock fuck shit run	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
how old are you?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
slag	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
cunt	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	en	cercascurry2021
Cool	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
thanksgiving	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
i said yes	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
myself	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
yeah where is Leslie?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
christmas	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
hwo much will my flight emit exactly?	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
anybody	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
Yea	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	en	cercascurry2021
